,address,areas,backyard,bathrooms,bedrooms,category,floor_if_condo,municipal,postalcode,price,year
384,"108-13101 rue Notre-Dame Est, Pointe-Aux-Trembles / Montréal-Est, QC",851 ft² (79.06 m²),North-West,1.0,1.0,Condominium,1.0,166900.0,H1A 1S4,200000,1995
385,"221-3311 boulevard Saint-Joseph Est, Villeray / St-Michel / Parc-Extension, QC",770 ft² (71.54 m²),North,1.5,1.0,Condominium,2.0,,H1X 1W3,260000,2012
386,"310-2117 rue Tupper, Ville-Marie (Centre-Ville et Vieux Mtl), QC",49.4 m² (531.74 ft²),,1.0,1.0,Condominium,3.0,,H3H 0B2,394000,2017
387,"133 31e Avenue, Pointe-Aux-Trembles / Montréal-Est, QC",78.5 m² (844.97 ft²),East,1.0,2.0,Condominium,1.0,152500.0,H1A 3M6,200000,1994
388,"3-5989 23e Avenue, Rosemont / La Petite Patrie, QC",978.43 ft² (90.90 m²),,1.0,2.0,Condominium,2.0,308500.0,H1T 3N1,339900,2012
389,"607-8580 rue Raymond-Pelletier, Ahuntsic / Cartierville, QC",834.2 ft² (77.50 m²),East,1.0,1.0,Condominium,6.0,281800.0,H2M 2W7,317300,2004
390,"208-6510 44e avenue Est, Rosemont / La Petite Patrie, QC",992 ft² (92.16 m²),North-West,1.0,2.0,Condominium,2.0,,H1T 2P1,269000,2006
391,"207-440 19e Avenue, Lachine, QC",507 ft² (47.10 m²),East,1.0,1.0,Condominium,2.0,,H8S 3S2,178000,2014
392,"5-3925 avenue du Mont-Royal Est, Rosemont / La Petite Patrie, QC",1 003 ft² (93.18 m²),,1.0,2.0,Condominium,2.0,312100.0,H1X 1Y2,329000,2005
393,"A-3818 rue Berri, Le Plateau-Mont-Royal, QC",1 500 ft² (139.35 m²),South-West,2.0,2.0,Condominium,3.0,,H2L 4H1,998000,2012
394,"310-440 rue de la Gauchetière Est, Ville-Marie (Centre-Ville et Vieux Mtl), QC",868 ft² (80.64 m²),South,2.0,2.0,Condominium,3.0,,H2L 2M5,410000,2013
395,"204-8102 boulevard Gouin Est, Rivière des Prairies, QC",1 110 ft² (103.12 m²),,1.0,2.0,Condominium,2.0,,H1E 1B6,179900,1991
396,"302-7065 place Joseph-Michaud, Rivière des Prairies, QC",1 341 ft² (124.58 m²),South,1.0,2.0,Condominium,3.0,231800.0,H1E 6K6,275000,1987
397,"1463 boulevard Alexis-Nihon, Saint-Laurent, QC",1 550 ft² (144.00 m²),,1.5,3.0,Condominium,,406400.0,H4R 2R4,524500,1994
398,"208-7210 21e Avenue, Villeray / St-Michel / Parc-Extension, QC",1 094.6 ft² (101.69 m²),,1.0,3.0,Condominium,2.0,301900.0,H2A 2J5,339000,2012
399,"206-19500 rue du Sulky, Pierrefonds / Roxboro, QC",1 401 ft² (130.16 m²),South,2.0,3.0,Condominium,2.0,,H9K 0B5,425000,2015
400,"2203-7441 avenue des Halles, Anjou, QC",625 ft² (58.06 m²),,1.5,1.0,Condominium,2.0,,H1M 3T4,168500,1997
401,"908-185 rue du Séminaire, Griffintown, QC","1,303 ft² (121.05 m²)",,2.0,2.0,Condominium,9.0,,H3C 2A3,775000,2013
402,"2603-495 avenue Viger Ouest, Ville-Marie (Centre-Ville et Vieux Mtl), QC",600 ft² (55.74 m²),,1.0,1.0,Condominium,26.0,445600.0,H2Z 0B1,449500,2014
403,"310-5232 rue du Sureau, Pierrefonds / Roxboro, QC",975 ft² (90.58 m²),,1.0,2.0,Condominium,3.0,279900.0,H8Z 0A4,288889,2009
404,"16143 rue Victoria, Pointe-Aux-Trembles / Montréal-Est, QC",1 060 ft² (98.48 m²),East,1.0,3.0,Condominium,1.0,236266.0,H1A 5P9,229000,2003
405,"510-4900 boulevard de l'Assomption, Rosemont / La Petite Patrie, QC",86.7 m² (933.23 ft²),,2.0,2.0,Condominium,5.0,392200.0,H1T 0A3,430000,2011
406,"3568 rue Dorion, Le Plateau-Mont-Royal, QC",1 850 ft² (171.87 m²),South-West,1.5,2.0,Condominium,1.0,837000.0,H2K 4B6,590000,1910
407,"817-4950 rue de la Savane, Côte-des-Neiges / Notre-Dame-de-Grâce, QC","1,193 ft² (110.83 m²)",,1.0,3.0,Condominium,8.0,,H4P 1T7,375000,2008
408,"16-433 boulevard Saint-Joseph Ouest, Outremont, QC",831 ft² (77.20 m²),,1.0,1.0,Condominium,3.0,,H2V 2P3,439000,1937
409,"301-14360 rue Notre Dame Est, Pointe-Aux-Trembles / Montréal-Est, QC",1 188.34 ft² (110.40 m²),South-West,1.5,2.0,Condominium,3.0,317700.0,H1A 1V4,349000,1991
410,"1146-1414 rue Chomedey, Ville-Marie (Centre-Ville et Vieux Mtl), QC",64.6 m² (695.35 ft²),,1.0,2.0,Condominium,11.0,412100.0,H3H 0A2,520000,2013
411,"209-6891 avenue Christophe-Colomb, Rosemont / La Petite Patrie, QC",833 ft² (77.39 m²),East,1.5,1.0,Condominium,2.0,,H2S 2H3,425000,2016
412,"1-7880 boulevard Perras, Rivière des Prairies, QC",12.59x6.58 m (41.31x21.59 ft),,1.0,2.0,Condominium,1.0,156600.0,H1E 4X2,165000,1984
413,"1503-441 avenue du Président-Kennedy, Ville-Marie (Centre-Ville et Vieux Mtl), QC",704 ft² (65.40 m²),,1.0,1.0,Condominium,15.0,362100.0,H3A 0A4,384000,2007
414,"8-14666 rue Lirette, Pierrefonds / Roxboro, QC",68.7 m² (739.48 ft²),South-East,1.0,1.0,Condominium,2.0,165100.0,H9H 5E7,180000,1990
415,"302-600 76e Avenue, LaSalle, QC",833 ft² (77.39 m²),,1.0,1.0,Condominium,3.0,,H8R 0B8,262500,2010
416,"306-5282 rue du Sureau, Pierrefonds / Roxboro, QC",890 ft² (82.68 m²),West,1.0,1.0,Condominium,3.0,212800.0,H8Z 0A5,232900,2011
417,"208-1111 rue Arthur-Lismer, Ahuntsic / Cartierville, QC",59.9 m² (644.76 ft²),,1.0,1.0,Condominium,2.0,169533.0,H4N 3J3,190000,1994
418,"326-2530 place Michel-Brault, Rosemont / La Petite Patrie, QC",962 ft² (89.37 m²),,1.0,2.0,Condominium,3.0,,H1Y 0B6,375000,2015
419,"418-2530 place Michel-Brault, Le Plateau-Mont-Royal, QC",473 ft² (43.94 m²),North,1.5,0.0,Condominium,4.0,,H1Y 0B6,207000,2015
420,"102-2660 rue Nicolet, Mercier / Hochelaga / Maisonneuve, QC",705 ft² (65.50 m²),,1.0,2.0,Condominium,1.0,,H1W 3L5,215000,2009
421,"109-5720 chemin Upper-Lachine, Côte-des-Neiges / Notre-Dame-de-Grâce, QC","1,004 ft² (93.27 m²)",,1.0,2.0,Condominium,1.0,,H4A 2B2,325000,2014
422,"15875 rue Victoria, Pointe-Aux-Trembles / Montréal-Est, QC",900 ft² (83.61 m²),North,1.0,2.0,Condominium,2.0,143000.0,H1A 5P1,139900,1996
423,"301-1511 boulevard Shevchenko, LaSalle, QC",1 009.66 ft² (93.80 m²),North-East,1.0,2.0,Condominium,3.0,238100.0,H8N 1P2,294000,2003
424,"706-10332 rue Paul-Comtois, Ahuntsic / Cartierville, QC",830 ft² (77.11 m²),North-West,1.0,2.0,Condominium,7.0,,H4N 3B5,215000,1988
425,"2104-495 avenue Viger Ouest, Ville-Marie (Centre-Ville et Vieux Mtl), QC",625 ft² (58.06 m²),,1.0,1.0,Condominium,21.0,358400.0,H2Z 0B1,439000,2014
426,"301-126 Boul Hymus, Pointe-Claire, QC",780 ft² (72.46 m²),South-West,1.0,2.0,Condominium,3.0,,H9R 1E8,299000,2013
427,"3-5119 rue Saint-Ambroise, Le Sud-Ouest, QC","1,210 ft² (112.41 m²)",North,1.0,2.0,Condominium,3.0,,H4C 2E9,525000,2009
428,"11015 avenue Lausanne, Montréal-Nord, QC",100 m² (1 076.39 ft²),,1.0,3.0,Condominium,1.0,,H1H 5B6,272000,2012
429,"511-711 rue de la Commune Ouest, Ville-Marie (Centre-Ville et Vieux Mtl), QC",658 ft² (61.13 m²),,1.0,1.0,Condominium,5.0,345000.0,H3C 0P1,363000,2014
430,"353 rue Saint-Hubert, Ville-Marie (Centre-Ville et Vieux Mtl), QC",1 835.26 ft² (170.50 m²),,2.0,4.0,Condominium,1.0,,H2L 0A5,1249000,2007
431,"206-680 chemin Bord-du-Lac-Lakeshore, Dorval / L'Île Dorval, QC",798 ft² (74.14 m²),,1.0,1.0,Condominium,2.0,,H9S 2B8,315000,2013
432,"302-7627 rue André-Arnoux, Rivière des Prairies, QC",1 095 ft² (101.73 m²),,1.5,2.0,Condominium,3.0,239700.0,H1E 7G1,260000,2003
433,"213-230 chemin du Golf, L'Ile Des Soeurs, QC",997 ft² (92.62 m²),,2.0,2.0,Condominium,2.0,,H3E 2A8,450000,2005
434,"9-2510 rue Lyall, Mercier / Hochelaga / Maisonneuve, QC",1 039 ft² (96.53 m²),,1.0,2.0,Condominium,4.0,260000.0,H1N 3G6,232000,1964
435,"202-12032 rue Lachapelle, Ahuntsic / Cartierville, QC","1,200 ft² (111.48 m²)",,1.5,3.0,Condominium,2.0,245000.0,H4J 2M4,306000,1995
436,"1007-3581 boulevard Gouin Est, Montréal-Nord, QC",840 ft² (78.04 m²),South-West,1.0,1.0,Condominium,10.0,258100.0,H1H 0A1,292000,2007
437,"504-795 rue Muir, Saint-Laurent, QC",1 625 ft² (150.97 m²),,2.0,3.0,Condominium,5.0,430600.0,H4L 5H8,487000,1990
438,"209-680 chemin du Bord-du-Lac Lakeshore, Dorval / L'Île Dorval, QC",987.05 ft² (91.70 m²),South,1.5,2.0,Condominium,2.0,,H9S 2B8,439000,2013
439,"7-107 rue McVey, LaSalle, QC",952.6 ft² (88.50 m²),,1.0,2.0,Condominium,3.0,257000.0,H8R 3T3,295000,2008
440,"3-1405 rue Bélanger, Rosemont / La Petite Patrie, QC",800 ft² (74.32 m²),North-West,1.0,2.0,Condominium,2.0,,H2G 1A3,298000,1936
441,"283-15500 rue Sherbrooke Est, Pointe-Aux-Trembles / Montréal-Est, QC",895 ft² (83.15 m²),West,1.0,1.0,Condominium,3.0,,H1A 5V2,180000,2005
442,"3492 rue Dorion, Le Plateau-Mont-Royal, QC",57.7 m² (621.08 ft²),South-West,1.0,1.0,Condominium,3.0,250100.0,H2K 4B6,290000,1910
443,"3106-1050 rue Drummond, Ville-Marie (Centre-Ville et Vieux Mtl), QC",806 ft² (74.88 m²),North-West,2.0,1.0,Condominium,31.0,,H3B 0G3,688000,2017
444,"210-5282 rue du Sureau, Pierrefonds / Roxboro, QC",1 050 ft² (97.55 m²),,2.0,2.0,Condominium,2.0,,H8Z 0A5,280000,2011
445,"PH-801-7317 avenue Victoria, Côte-des-Neiges / Notre-Dame-de-Grâce, QC","1,048.4 ft² (97.40 m²)",North-West,2.0,2.0,Condominium,8.0,432767.0,H4P 0A3,499900,2013
446,"208-460 19e Avenue, Lachine, QC",1 024 ft² (95.13 m²),,1.5,0.0,Condominium,2.0,,H8S 3S2,255000,2012
447,"9-2505 avenue Van Horne, Côte-des-Neiges / Notre-Dame-de-Grâce, QC",1 200 ft² (111.48 m²),,1.0,3.0,Condominium,2.0,,H3S 1P5,425000,1949
448,"8490 boulevard Saint-Michel, Villeray / St-Michel / Parc-Extension, QC",950 ft² (88.26 m²),South-East,1.0,2.0,Condominium,,,H1Z 3E8,220000,2009
449,"702-4975 rue Jean-Talon O, Côte-des-Neiges / Notre-Dame-de-Grâce, QC",72.2 m² (777.15 ft²),West,1.0,2.0,Condominium,7.0,265400.0,H4P 1W7,399000,2012
450,"314-8635 rue Lajeunesse, Villeray / St-Michel / Parc-Extension, QC",737 ft² (68.47 m²),South-West,1.0,1.0,Condominium,3.0,,H2P 0B5,306000,2012
451,"690 rue Saint-André, Ville-Marie (Centre-Ville et Vieux Mtl), QC",1 571 ft² (145.95 m²),West,1.5,3.0,Condominium,2.0,,H2L 5B9,574990,2003
452,"406-6715 boulevard Maurice-Duplessis, Montréal-Nord, QC",59.9 m² (644.76 ft²),South,1.0,1.0,Condominium,4.0,150100.0,H1G 1Z5,159900,2012
